OBJECTID,CNTY_NM,CNTY_NBR,FIPS,DIST_NM,DIST_NBR,CREATE_USE,CREATE_DT,EDIT_NM,EDIT_DT,CMNT,SHAPE_area,SHAPE_len
22,Live Oak,149,"48,297",Corpus Christi,16,TPP,1/5/2015 9:24:38 AM,,,,"2,789,412,825.915942700000000","242,742.767224959330000"
23,Goliad,89,"48,175",Corpus Christi,16,TPP,1/5/2015 9:24:38 AM,,,,"2,220,803,013.137143100000000","224,756.864086896560000"
24,Maverick,159,"48,323",Laredo,22,TPP,1/5/2015 9:24:38 AM,,,,"3,336,857,078.200629700000000","301,286.555875760560000"
25,Zavala,254,"48,507",Laredo,22,TPP,1/5/2015 9:24:38 AM,,,,"3,354,475,682.403138600000000","236,011.586842759860000"
26,Frio,83,"48,163",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"2,924,168,271.090444600000000","217,837.628162307110000"
27,Victoria,235,"48,469",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"2,295,831,216.617962400000000","283,983.726125726240000"
28,Karnes,129,"48,255",Corpus Christi,16,TPP,1/5/2015 9:24:38 AM,,,,"1,940,238,514.630960000000000","204,169.776462488430000"
29,Atascosa,7,"48,013",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"3,146,090,100.713845300000000","235,329.901169948080000"
30,Matagorda,158,"48,321",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"3,585,265,640.699699900000000","309,297.933977783370000"
31,Jackson,121,"48,239",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"2,214,339,157.771627400000000","235,232.780988817100000"
32,De Witt,62,"48,123",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"2,350,459,961.134230600000000","212,649.894477715920000"
33,Wilson,247,"48,493",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"2,084,881,155.664182200000000","197,422.562904393010000"
34,Kinney,136,"48,271",Laredo,22,TPP,1/5/2015 9:24:38 AM,,,,"3,521,538,543.067251200000000","249,988.163383007020000"
35,Uvalde,232,"48,463",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"4,035,987,590.181725000000000","254,788.750344456090000"
36,Lavaca,143,"48,285",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"2,506,804,024.942513000000000","198,620.690925281030000"
37,Brazoria,20,"48,039",Houston,12,TPP,1/5/2015 9:24:38 AM,,,,"3,837,394,729.528724700000000","318,786.986215202370000"
38,Wharton,241,"48,481",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"2,825,410,062.936862500000000","253,029.942691538540000"
39,Medina,163,"48,325",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"3,451,935,695.622901900000000","260,024.766520199220000"
40,Galveston,85,"48,167",Houston,12,TPP,1/5/2015 9:24:38 AM,,,,"1,722,360,525.971066500000000","308,579.071919057290000"
41,Bexar,15,"48,029",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"3,245,607,399.300924800000000","282,986.831117378260000"
42,Gonzales,90,"48,177",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"2,762,784,033.951322100000000","220,035.301916891450000"
43,Fort Bend,80,"48,157",Houston,12,TPP,1/5/2015 9:24:38 AM,,,,"2,286,046,785.814864600000000","256,910.804445029990000"
44,Guadalupe,95,"48,187",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"1,848,482,309.535972400000000","244,714.574151730690000"
45,Bandera,10,"48,019",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"2,058,453,395.556649000000000","212,487.265274668400000"
46,Colorado,45,"48,089",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"2,513,596,598.158443000000000","243,855.418786712860000"
47,Chambers,36,"48,071",Beaumont,20,TPP,1/5/2015 9:24:38 AM,,,,"2,241,587,127.206687000000000","261,181.503074215380000"
48,Comal,46,"48,091",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"1,484,028,098.126138200000000","199,024.883721714340000"
49,Real,193,"48,385",San Angelo,7,TPP,1/5/2015 9:24:38 AM,,,,"1,806,037,549.248297900000000","192,459.316992640580000"
50,Caldwell,28,"48,055",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"1,410,111,574.668734800000000","191,488.666866684330000"
51,Kendall,131,"48,259",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"1,710,592,431.284245000000000","165,220.441590242410000"
52,Austin,8,"48,015",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"1,693,232,554.723113300000000","253,402.799368648620000"
53,Fayette,76,"48,149",Yoakum,13,TPP,1/5/2015 9:24:38 AM,,,,"2,475,789,077.933636700000000","208,455.254070984080000"
54,Harris,102,"48,201",Houston,12,TPP,1/5/2015 9:24:38 AM,,,,"4,586,074,930.230649900000000","417,903.529574704760000"
55,Edwards,70,"48,137",San Angelo,7,TPP,1/5/2015 9:24:38 AM,,,,"5,471,440,625.259216300000000","343,281.952630641640000"
56,Kerr,133,"48,265",San Antonio,15,TPP,1/5/2015 9:24:38 AM,,,,"2,856,673,768.395209300000000","262,804.913838304000000"
57,Val Verde,233,"48,465",Laredo,22,TPP,1/5/2015 9:24:38 AM,,,,"8,340,868,425.937170000000000","459,103.872291848240000"
58,Waller,237,"48,473",Houston,12,TPP,1/5/2015 9:24:38 AM,,,,"1,336,217,939.756062700000000","251,543.537464392400000"
59,Jefferson,124,"48,245",Beaumont,20,TPP,1/5/2015 9:24:38 AM,,,,"2,565,271,484.306468500000000","294,288.938992403040000"
60,Hays,106,"48,209",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"1,750,829,816.667527900000000","186,636.034402350140000"
61,Orange,181,"48,361",Beaumont,20,TPP,1/5/2015 9:24:38 AM,,,,"960,920,355.856405020000000","172,980.241808767110000"
62,Bastrop,11,"48,021",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"2,310,355,282.327827500000000","189,801.980346720400000"
63,Washington,239,"48,477",Bryan,17,TPP,1/5/2015 9:24:38 AM,,,,"1,602,501,406.943323400000000","258,870.194543859750000"
64,Gillespie,87,"48,171",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"2,738,061,685.743046800000000","217,086.652316517170000"
65,Blanco,16,"48,031",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"1,841,345,438.251089100000000","175,729.319531111020000"
66,Lee,144,"48,287",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"1,635,370,030.369113900000000","225,567.752973743070000"
67,Liberty,146,"48,291",Beaumont,20,TPP,1/5/2015 9:24:38 AM,,,,"3,029,509,164.712439100000000","246,749.487305042890000"
68,Travis,227,"48,453",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"2,643,655,776.714204300000000","253,009.404998673910000"
69,Hardin,101,"48,199",Beaumont,20,TPP,1/5/2015 9:24:38 AM,,,,"2,315,247,810.631071600000000","275,518.887685870810000"
70,Terrell,222,"48,443",Odessa,6,TPP,1/5/2015 9:24:38 AM,,,,"6,084,935,852.559759100000000","396,927.091670723980000"
71,Montgomery,170,"48,339",Houston,12,TPP,1/5/2015 9:24:38 AM,,,,"2,777,919,442.220340300000000","278,146.027667661370000"
72,Sutton,218,"48,435",San Angelo,7,TPP,1/5/2015 9:24:38 AM,,,,"3,737,041,968.357825300000000","254,927.515468258290000"
73,Kimble,134,"48,267",San Angelo,7,TPP,1/5/2015 9:24:38 AM,,,,"3,224,143,550.242343400000000","249,430.920622603620000"
74,Brewster,22,"48,043",El Paso,24,TPP,1/5/2015 9:24:38 AM,,,,"15,983,446,205.494701000000000","625,393.918589967890000"
75,Presidio,189,"48,377",El Paso,24,TPP,1/5/2015 9:24:38 AM,,,,"9,949,186,505.412349700000000","548,054.661774567330000"
76,Burleson,26,"48,051",Bryan,17,TPP,1/5/2015 9:24:38 AM,,,,"1,748,402,768.973891500000000","252,521.555501690450000"
77,Williamson,246,"48,491",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"2,930,544,187.286222900000000","251,919.143913102070000"
78,Grimes,94,"48,185",Bryan,17,TPP,1/5/2015 9:24:38 AM,,,,"2,069,003,336.940108800000000","250,913.745329986090000"
79,Llano,150,"48,299",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"2,492,641,635.490548100000000","234,685.690173657840000"
80,Mason,157,"48,319",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"2,408,009,523.018623800000000","197,482.364002065150000"
81,San Jacinto,204,"48,407",Lufkin,11,TPP,1/5/2015 9:24:38 AM,,,,"1,620,464,196.686738500000000","226,182.751803177500000"
82,Brazos,21,"48,041",Bryan,17,TPP,1/5/2015 9:24:38 AM,,,,"1,522,667,583.958965100000000","289,487.525135447040000"
83,Burnet,27,"48,053",Austin,14,TPP,1/5/2015 9:24:38 AM,,,,"2,631,498,060.046773400000000","254,137.222044585040000"
84,Menard,164,"48,327",San Angelo,7,TPP,1/5/2015 9:24:38 AM,,,,"2,326,978,745.469161000000000","204,003.370095725230000"
85,Schleicher,207,"48,413",San Angelo,7,TPP,1/5/2015 9:24:38 AM,,,,"3,392,942,608.337643100000000","245,363.076634955530000"
86,Crockett,53,"48,105",San Angelo,7,TPP,1/5/2015 9:24:38 AM,,,,"7,240,571,916.373770700000000","511,838.024232390390000"
87,Walker,236,"48,471",Bryan,17,TPP,1/5/2015 9:24:38 AM,,,,"2,066,335,595.711175400000000","222,705.667825673150000"
88,Milam,166,"48,331",Bryan,17,TPP,1/5/2015 9:24:38 AM,,,,"2,634,681,589.772343200000000","234,929.205976592610000"
89,Madison,154,"48,313",Bryan,17,TPP,1/5/2015 9:24:38 AM,,,,"1,217,476,911.404820000000000","200,975.692987082120000"
90,Jeff Davis,123,"48,243",El Paso,24,TPP,1/5/2015 9:24:38 AM,,,,"5,837,428,922.539625200000000","339,266.203287138780000"
91,Tyler,229,"48,457",Beaumont,20,TPP,1/5/2015 9:24:38 AM,,,,"2,413,092,142.413974300000000","273,795.835411563460000"
92,Polk,187,"48,373",Lufkin,11,TPP,1/5/2015 9:24:38 AM,,,,"2,864,119,562.803679900000000","285,142.711919881520000"
93,Jasper,122,"48,241",Beaumont,20,TPP,1/5/2015 9:24:38 AM,,,,"2,501,601,465.673173000000000","389,245.084230059580000"
94,Bell,14,"48,027",Waco,9,TPP,1/5/2015 9:24:38 AM,,,,"2,802,726,864.944381700000000","219,994.711379097950000"
95,Newton,176,"48,351",Beaumont,20,TPP,1/5/2015 9:24:38 AM,,,,"2,424,428,475.534002800000000","380,480.365352446100000"
96,Pecos,186,"48,371",Odessa,6,TPP,1/5/2015 9:24:38 AM,,,,"12,285,609,531.989431000000000","623,824.506278400080000"
97,Robertson,198,"48,395",Bryan,17,TPP,1/5/2015 9:24:38 AM,,,,"2,231,902,042.821703400000000","255,025.739635329580000"
